attack_id,attack_name,alert_time,rule_id,rule_level,rule_description,location,agent_id
06,Suspicious Script Execution,2026-01-10T17:07:58.613000+00:00,554,5,File added to the system.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:08:05.657000+00:00,554,5,File added to the system.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:54.579000+00:00,553,7,File deleted.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:54.583000+00:00,553,7,File deleted.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:54.585000+00:00,553,7,File deleted.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:55.434000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
06,Suspicious Script Execution,2026-01-10T17:07:55.436000+00:00,5502,3,PAM: Login session closed.,/var/log/auth.log,002
06,Suspicious Script Execution,2026-01-10T17:07:57.439000+00:00,40112,12,Multiple authentication failures followed by a success.,/var/log/auth.log,002
06,Suspicious Script Execution,2026-01-10T17:07:57.440000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
06,Suspicious Script Execution,2026-01-10T17:07:57.621000+00:00,554,5,File added to the system.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:54.581000+00:00,553,7,File deleted.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:54.586000+00:00,553,7,File deleted.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:55.434000+00:00,5402,3,Successful sudo to ROOT executed.,/var/log/auth.log,002
06,Suspicious Script Execution,2026-01-10T17:07:55.445000+00:00,5502,3,PAM: Login session closed.,/var/log/auth.log,002
06,Suspicious Script Execution,2026-01-10T17:07:57.600000+00:00,554,5,File added to the system.,syscheck,002
06,Suspicious Script Execution,2026-01-10T17:07:57.610000+00:00,554,5,File added to the system.,syscheck,002
07,Sudo Abuse,2026-01-10T17:08:15.656000+00:00,553,7,File deleted.,syscheck,002
07,Sudo Abuse,2026-01-10T17:08:15.662000+00:00,553,7,File deleted.,syscheck,002
07,Sudo Abuse,2026-01-10T17:08:19.461000+00:00,40112,12,Multiple authentication failures followed by a success.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:19.470000+00:00,5402,3,Successful sudo to ROOT executed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:21.463000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:21.475000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:21.481000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:23.506000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:24.599000+00:00,554,5,File added to the system.,syscheck,002
07,Sudo Abuse,2026-01-10T17:08:25.465000+00:00,5402,3,Successful sudo to ROOT executed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.475000+00:00,5402,3,Successful sudo to ROOT executed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.477000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.480000+00:00,5502,3,PAM: Login session closed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.491000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.493000+00:00,5502,3,PAM: Login session closed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.495000+00:00,5402,3,Successful sudo to ROOT executed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.498000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.517000+00:00,5501,3,PAM: Login session opened.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.521000+00:00,5402,3,Successful sudo to ROOT executed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.532000+00:00,5502,3,PAM: Login session closed.,/var/log/auth.log,002
07,Sudo Abuse,2026-01-10T17:08:25.534000+00:00,5503,5,PAM: User login failed.,/var/log/auth.log,002
